----  -----------  ----------  ----------  ---------  ---------  ---------  ----------  ---------  --------  ---------  -----------  --------
t=51  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=52  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=53  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=54  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=55  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=56  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=57  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=58  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=59  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=60  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=61  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=62  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=63  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=64  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=65  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=66  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=67  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=68  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=69  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=70  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=71  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=72  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=73  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=74  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=75  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=76  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=77  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=78  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=79  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=80  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=81  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=82  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=83  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=84  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=85  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=86  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=87  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=88  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=89  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=90  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=91  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=92  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=93  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=94  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=95  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=96  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=97  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=98  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
t=99  0.000522128  0.00462978  0.00962474  0.0105448  0.0263619  0.0320825  0.00752753  0.0210895  0.45949   0.0534708  1            0.625344
----  -----------  ----------  ----------  ---------  ---------  ---------  ----------  ---------  --------  ---------  -----------  --------
