----  -----------  ----------  ----------  ---------  ---------  ---------  --------  --------  --------  ---------  -----------  -------
t=53  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=54  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=55  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=56  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=57  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=58  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=59  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=60  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=61  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=62  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=63  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=64  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=65  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=66  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=67  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=68  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=69  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=70  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=71  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=72  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=73  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=74  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=75  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=76  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=77  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=78  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=79  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=80  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=81  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=82  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=83  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=84  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=85  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=86  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=87  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=88  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=89  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=90  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=91  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=92  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=93  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=94  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=95  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=96  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=97  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=98  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
t=99  0.00109939   0.00885474  0.00916883  0.0302465  0.0756162  0.0305628  0.125011  0.430246  0.387222  0.0509379  1            1.14897
----  -----------  ----------  ----------  ---------  ---------  ---------  --------  --------  --------  ---------  -----------  -------
