----  ----------  ----------  -----------  --------  ---------  -----------  ---------  ---------  ----------  ----------  -----------  --------
t=52  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=53  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=54  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=55  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=56  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=57  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=58  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=59  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=60  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=61  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=62  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=63  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=64  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=65  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=66  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=67  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=68  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=69  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=70  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=71  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=72  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=73  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=74  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=75  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=76  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=77  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=78  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=79  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=80  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=81  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=82  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=83  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=84  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=85  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=86  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=87  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=88  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=89  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=90  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=91  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=92  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=93  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=94  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=95  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=96  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=97  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=98  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
t=99  0.00251635  0.00539979  0.00051743   0.203037  0.0151858  0.00172477   0.0325314  0.0121487  0.0109338   0.00287461  1            0.28687
----  ----------  ----------  -----------  --------  ---------  -----------  ---------  ---------  ----------  ----------  -----------  --------
